Country,Year,Species ,Number ,Link 
Comoros,2010,Total,89,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Comoros,2016,Total,109,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Comoros,2017,Total,114,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Comoros,2018,Total,119,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Comoros,2019,Total,123,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Comoros,2020,Total,127,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2004,Vertebrates,29,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2010,Vertebrates,61,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2016,Vertebrates,81,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2017,Vertebrates,82,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2018,Vertebrates,86,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2019,Vertebrates,86,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2020,Vertebrates,92,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Congo,2004,Invertebrates,1,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2010,Invertebrates,5,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2016,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2017,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2018,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2019,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2020,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Congo,2004,Plants,35,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2010,Plants,37,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2016,Plants,45,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2017,Plants,45,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2018,Plants,47,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2019,Plants,47,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2020,Plants,56,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Congo,2004,Total,65,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2010,Total,103,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2016,Total,133,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2017,Total,134,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2018,Total,140,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2019,Total,140,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Congo,2020,Total,155,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2004,Vertebrates,22,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2010,Vertebrates,27,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2016,Vertebrates,31,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2017,Vertebrates,32,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2018,Vertebrates,32,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2019,Vertebrates,32,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2020,Vertebrates,34,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cook Islands,2004,Invertebrates,0,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2010,Invertebrates,25,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2016,Invertebrates,32,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2017,Invertebrates,32,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2018,Invertebrates,32,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2019,Invertebrates,32,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2020,Invertebrates,32,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cook Islands,2004,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2010,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2016,Plants,11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2017,Plants,11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2018,Plants,11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2019,Plants,11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2020,Plants,11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cook Islands,2004,Total,23,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2010,Total,53,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2016,Total,74,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2017,Total,75,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2018,Total,75,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2019,Total,75,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cook Islands,2020,Total,77,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2004,Vertebrates,112,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2010,Vertebrates,142,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2016,Vertebrates,166,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2017,Vertebrates,169,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2018,Vertebrates,171,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2019,Vertebrates,176,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2020,Vertebrates,181,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Costa Rica,2004,Invertebrates,9,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2010,Invertebrates,27,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2016,Invertebrates,31,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2017,Invertebrates,31,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2018,Invertebrates,31,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2019,Invertebrates,31,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2020,Invertebrates,31,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Costa Rica,2004,Plants,110,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2010,Plants,116,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2016,Plants,140,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2017,Plants,140,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2018,Plants,144,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2019,Plants,144,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2020,Plants,151,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Costa Rica,2004,Total,231,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2010,Total,285,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2016,Total,337,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2017,Total,340,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2018,Total,346,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2019,Total,351,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Costa Rica,2020,Total,363,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2004,Vertebrates,61,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2010,Vertebrates,100,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2016,Vertebrates,127,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2017,Vertebrates,130,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2018,Vertebrates,133,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2019,Vertebrates,134,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2020,Vertebrates,140,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Côte d’Ivoire,2004,Invertebrates,1,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2010,Invertebrates,4,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2016,Invertebrates,6,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2017,Invertebrates,6,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2018,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2019,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2020,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Côte d’Ivoire,2004,Plants,105,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2010,Plants,106,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2016,Plants,112,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2017,Plants,113,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2018,Plants,117,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2019,Plants,129,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2020,Plants,133,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Côte d’Ivoire,2004,Total,167,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2010,Total,210,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2016,Total,245,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2017,Total,249,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2018,Total,257,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2019,Total,270,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Côte d’Ivoire,2020,Total,280,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2004,Vertebrates,46,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2010,Vertebrates,77,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2016,Vertebrates,93,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2017,Vertebrates,94,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2018,Vertebrates,93,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2019,Vertebrates,93,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2020,Vertebrates,97,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Croatia,2004,Invertebrates,11,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2010,Invertebrates,21,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2016,Invertebrates,68,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2017,Invertebrates,73,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2018,Invertebrates,79,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2019,Invertebrates,79,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2020,Invertebrates,80,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Croatia,2004,Plants,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2010,Plants,3,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2016,Plants,9,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2017,Plants,9,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2018,Plants,9,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2019,Plants,25,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2020,Plants,35,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Croatia,2004,Total,57,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2010,Total,101,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2016,Total,170,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2017,Total,176,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2018,Total,181,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2019,Total,197,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Croatia,2020,Total,212,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cuba,2004,Vertebrates,106,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2010,Vertebrates,123,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2016,Vertebrates,138,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2017,Vertebrates,137,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2018,Vertebrates,146,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2019,Vertebrates,151,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2020,Vertebrates,155,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Cuba,2004,Invertebrates,3,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2010,Invertebrates,15,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2016,Invertebrates,23,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2017,Invertebrates,23,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2018,Invertebrates,23,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2019,Invertebrates,23,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2020,Invertebrates,23,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Cuba,2004,Plants,163,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2010,Plants,166,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2016,Plants,179,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2017,Plants,179,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2018,Plants,179,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2019,Plants,180,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2020,Plants,179,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Cuba,2004,Total,272,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cuba,2010,Total,304,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cuba,2016,Total,340,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cuba,2017,Total,339,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Cuba,2018,Total,348,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
